rate,source,target,time
0.00241409,ISK,KWD,2025-11-17T09:54:22+0000
0.00360572,CDF,HKD,2025-11-17T09:54:22+0000
277.337,HKD,CDF,2025-11-17T09:54:22+0000
143.378,SCR,MMK,2025-11-17T09:54:22+0000
0.00697457,MMK,SCR,2025-11-17T09:54:22+0000
0.378972,MAD,TMT,2025-11-17T09:54:22+0000
2.63871,TMT,MAD,2025-11-17T09:54:22+0000
3.19541,ZMW,GMD,2025-11-17T09:54:22+0000
0.312949,GMD,ZMW,2025-11-17T09:54:22+0000
1.80968,PGK,GTQ,2025-11-17T09:54:22+0000
0.552585,GTQ,PGK,2025-11-17T09:54:22+0000
0.780726,KES,RSD,2025-11-17T09:54:22+0000
1.28086,RSD,KES,2025-11-17T09:54:22+0000
3.28069,MZN,GYD,2025-11-17T09:54:22+0000
0.304814,GYD,MZN,2025-11-17T09:54:22+0000
0.400316,YER,CVE,2025-11-17T09:54:22+0000
2.49803,CVE,YER,2025-11-17T09:54:22+0000
0.361444,DOP,SLE,2025-11-17T09:54:22+0000
2.76668,SLE,DOP,2025-11-17T09:54:22+0000
1.91562,BAM,ILS,2025-11-17T09:54:22+0000
0.522023,ILS,BAM,2025-11-17T09:54:22+0000
15784.4,SHP,UZS,2025-11-17T09:54:22+0000
6.33537e-05,UZS,SHP,2025-11-17T09:54:22+0000
10.0794,CHF,MOP,2025-11-17T09:54:22+0000
0.0992119,MOP,CHF,2025-11-17T09:54:22+0000
0.00219974,IDR,NIO,2025-11-17T09:54:22+0000
454.6,NIO,IDR,2025-11-17T09:54:22+0000
0.881234,EUR,IMP,2025-11-17T09:54:22+0000
1.13477,IMP,EUR,2025-11-17T09:54:22+0000
4.4959,BWP,MZN,2025-11-17T09:54:22+0000
0.222425,MZN,BWP,2025-11-17T09:54:22+0000
378.649,TOP,KPW,2025-11-17T09:54:22+0000
0.00264097,KPW,TOP,2025-11-17T09:54:22+0000
0.798087,MKD,TRY,2025-11-17T09:54:22+0000
1.253,TRY,MKD,2025-11-17T09:54:22+0000
0.432233,KMF,LRD,2025-11-17T09:54:22+0000
2.31357,LRD,KMF,2025-11-17T09:54:22+0000
8872.98,CHF,PYG,2025-11-17T09:54:22+0000
0.000112702,PYG,CHF,2025-11-17T09:54:22+0000
661.837,EUR,SOS,2025-11-17T09:54:22+0000
0.00151095,SOS,EUR,2025-11-17T09:54:22+0000
0.176362,CZK,AED,2025-11-17T09:54:22+0000
5.67016,AED,CZK,2025-11-17T09:54:22+0000
0.249247,DZD,THB,2025-11-17T09:54:22+0000
4.01208,THB,DZD,2025-11-17T09:54:22+0000
0.0117012,MNT,UAH,2025-11-17T09:54:22+0000
85.4611,UAH,MNT,2025-11-17T09:54:22+0000
5.82905,MVR,BTN,2025-11-17T09:54:22+0000
0.171555,BTN,MVR,2025-11-17T09:54:22+0000
0.0116872,KRW,ZAR,2025-11-17T09:54:22+0000
85.5635,ZAR,KRW,2025-11-17T09:54:22+0000
0.4342,PKR,VUV,2025-11-17T09:54:22+0000
2.30309,VUV,PKR,2025-11-17T09:54:22+0000
0.0015634,CDF,PEN,2025-11-17T09:54:22+0000
639.63,PEN,CDF,2025-11-17T09:54:22+0000
14587.8,KWD,MGA,2025-11-17T09:54:22+0000
6.85503e-05,MGA,KWD,2025-11-17T09:54:22+0000
6.6193,CNY,EGP,2025-11-17T09:54:22+0000
0.151073,EGP,CNY,2025-11-17T09:54:22+0000
576.899,PLN,MMK,2025-11-17T09:54:22+0000
0.0017334,MMK,PLN,2025-11-17T09:54:22+0000
1.66513,NPR,VES,2025-11-17T09:54:22+0000
0.600555,VES,NPR,2025-11-17T09:54:22+0000
0.00179127,KMF,IMP,2025-11-17T09:54:22+0000
558.264,IMP,KMF,2025-11-17T09:54:22+0000
1.04965,UYU,UAH,2025-11-17T09:54:22+0000
0.952695,UAH,UYU,2025-11-17T09:54:22+0000
0.0449918,MRU,AWG,2025-11-17T09:54:22+0000
22.2263,AWG,MRU,2025-11-17T09:54:22+0000
0.00382259,KZT,BBD,2025-11-17T09:54:22+0000
261.603,BBD,KZT,2025-11-17T09:54:22+0000
9.70219,GEL,HNL,2025-11-17T09:54:22+0000
0.10307,HNL,GEL,2025-11-17T09:54:22+0000
22.3024,GBP,MDL,2025-11-17T09:54:22+0000
0.0448383,MDL,GBP,2025-11-17T09:54:22+0000
0.307339,KES,MRU,2025-11-17T09:54:22+0000
3.25374,MRU,KES,2025-11-17T09:54:22+0000
0.35885,WST,CUC,2025-11-17T09:54:22+0000
2.78668,CUC,WST,2025-11-17T09:54:22+0000
1.06184,BGN,XCG,2025-11-17T09:54:22+0000
0.94176,XCG,BGN,2025-11-17T09:54:22+0000
0.177254,NOK,ANG,2025-11-17T09:54:22+0000
5.64163,ANG,NOK,2025-11-17T09:54:22+0000
0.0036515,RWF,BRL,2025-11-17T09:54:22+0000
273.86,BRL,RWF,2025-11-17T09:54:22+0000
0.0366878,YER,SVC,2025-11-17T09:54:22+0000
27.257,SVC,YER,2025-11-17T09:54:22+0000
0.0651167,NPR,MAD,2025-11-17T09:54:22+0000
15.357,MAD,NPR,2025-11-17T09:54:22+0000
9.03708,MOP,GMD,2025-11-17T09:54:22+0000
0.110655,GMD,MOP,2025-11-17T09:54:22+0000
14.6466,USD,SCR,2025-11-17T09:54:22+0000
0.0682751,SCR,USD,2025-11-17T09:54:22+0000
52.8969,MUR,TZS,2025-11-17T09:54:22+0000
0.0189047,TZS,MUR,2025-11-17T09:54:22+0000
4312.48,WST,UZS,2025-11-17T09:54:22+0000
0.000231885,UZS,WST,2025-11-17T09:54:22+0000
316.559,OMR,VUV,2025-11-17T09:54:22+0000
0.00315897,VUV,OMR,2025-11-17T09:54:22+0000
101.633,KWD,TWD,2025-11-17T09:54:22+0000
0.00983928,TWD,KWD,2025-11-17T09:54:22+0000
0.548021,BWP,HKD,2025-11-17T09:54:22+0000
1.82475,HKD,BWP,2025-11-17T09:54:22+0000
1923.61,GIP,KRW,2025-11-17T09:54:22+0000
0.000519856,KRW,GIP,2025-11-17T09:54:22+0000
435.756,GBP,HUF,2025-11-17T09:54:22+0000
0.00229486,HUF,GBP,2025-11-17T09:54:22+0000
4.79859,FKP,QAR,2025-11-17T09:54:22+0000
0.208394,QAR,FKP,2025-11-17T09:54:22+0000
505.432,MUR,SLL,2025-11-17T09:54:22+0000
0.00197851,SLL,MUR,2025-11-17T09:54:22+0000
27.1498,CZK,XOF,2025-11-17T09:54:22+0000
0.0368327,XOF,CZK,2025-11-17T09:54:22+0000
20.9528,PGK,BTN,2025-11-17T09:54:22+0000
0.0477264,BTN,PGK,2025-11-17T09:54:22+0000
9.22556e-05,LAK,BZD,2025-11-17T09:54:22+0000
10839.5,BZD,LAK,2025-11-17T09:54:22+0000
136.103,MZN,GNF,2025-11-17T09:54:22+0000
0.00734739,GNF,MZN,2025-11-17T09:54:22+0000
0.0480164,CZK,BMD,2025-11-17T09:54:22+0000
20.8262,BMD,CZK,2025-11-17T09:54:22+0000
0.000398745,SLL,MAD,2025-11-17T09:54:22+0000
2507.87,MAD,SLL,2025-11-17T09:54:22+0000
0.18094,TRY,GTQ,2025-11-17T09:54:22+0000
5.5267,GTQ,TRY,2025-11-17T09:54:22+0000
0.411016,NGN,SDG,2025-11-17T09:54:22+0000
2.433,SDG,NGN,2025-11-17T09:54:22+0000
0.540429,TZS,IQD,2025-11-17T09:54:22+0000
1.85038,IQD,TZS,2025-11-17T09:54:22+0000
5.82545,XPF,SDG,2025-11-17T09:54:22+0000
0.171661,SDG,XPF,2025-11-17T09:54:22+0000
0.2436,SBD,BBD,2025-11-17T09:54:22+0000
4.10509,BBD,SBD,2025-11-17T09:54:22+0000
355.426,EUR,LKR,2025-11-17T09:54:22+0000
0.00281353,LKR,EUR,2025-11-17T09:54:22+0000
828.433,NZD,KRW,2025-11-17T09:54:22+0000
0.0012071,KRW,NZD,2025-11-17T09:54:22+0000
0.452291,HUF,ETB,2025-11-17T09:54:22+0000
2.21096,ETB,HUF,2025-11-17T09:54:22+0000
4.76085,PHP,PKR,2025-11-17T09:54:22+0000
0.210046,PKR,PHP,2025-11-17T09:54:22+0000
47.9985,BOB,HUF,2025-11-17T09:54:22+0000
0.020834,HUF,BOB,2025-11-17T09:54:22+0000
17.2688,KWD,BRL,2025-11-17T09:54:22+0000
0.0579081,BRL,KWD,2025-11-17T09:54:22+0000
0.0825849,KHR,HUF,2025-11-17T09:54:22+0000
12.1088,HUF,KHR,2025-11-17T09:54:22+0000
10.2332,GIP,HKD,2025-11-17T09:54:22+0000
0.0977209,HKD,GIP,2025-11-17T09:54:22+0000
0.444147,MVR,TTD,2025-11-17T09:54:22+0000
2.25151,TTD,MVR,2025-11-17T09:54:22+0000
0.294366,NPR,UAH,2025-11-17T09:54:22+0000
3.39713,UAH,NPR,2025-11-17T09:54:22+0000
0.107782,TJS,CUC,2025-11-17T09:54:22+0000
9.278,CUC,TJS,2025-11-17T09:54:22+0000
5.13025,CDF,SYP,2025-11-17T09:54:22+0000
0.194922,SYP,CDF,2025-11-17T09:54:22+0000
14.2121,MRU,XOF,2025-11-17T09:54:22+0000
0.0703626,XOF,MRU,2025-11-17T09:54:22+0000
0.00180257,SLL,UAH,2025-11-17T09:54:22+0000
554.764,UAH,SLL,2025-11-17T09:54:22+0000
13.9413,MDL,VES,2025-11-17T09:54:22+0000
0.0717295,VES,MDL,2025-11-17T09:54:22+0000
3.73916,PYG,VND,2025-11-17T09:54:22+0000
0.26744,VND,PYG,2025-11-17T09:54:22+0000
0.163244,MRU,HRK,2025-11-17T09:54:22+0000
6.12581,HRK,MRU,2025-11-17T09:54:22+0000
1.59651,PGK,TTD,2025-11-17T09:54:22+0000
0.626368,TTD,PGK,2025-11-17T09:54:22+0000
16.1242,SCR,VES,2025-11-17T09:54:22+0000
0.0620185,VES,SCR,2025-11-17T09:54:22+0000
0.0183663,PYG,KES,2025-11-17T09:54:22+0000
54.4477,KES,PYG,2025-11-17T09:54:22+0000
0.0305325,INR,GEL,2025-11-17T09:54:22+0000
32.752,GEL,INR,2025-11-17T09:54:22+0000
1.09987,VEF,GHS,2025-11-17T09:54:22+0000
0.909194,GHS,VEF,2025-11-17T09:54:22+0000
17.0775,BSD,LSL,2025-11-17T09:54:22+0000
0.0585566,LSL,BSD,2025-11-17T09:54:22+0000
0.0969211,JPY,ERN,2025-11-17T09:54:22+0000
10.3177,ERN,JPY,2025-11-17T09:54:22+0000
0.00389715,MWK,TTD,2025-11-17T09:54:22+0000
256.598,TTD,MWK,2025-11-17T09:54:22+0000
202.904,WST,XAF,2025-11-17T09:54:22+0000
0.00492844,XAF,WST,2025-11-17T09:54:22+0000
3078.31,BND,KHR,2025-11-17T09:54:22+0000
0.000324853,KHR,BND,2025-11-17T09:54:22+0000
5.45992,SGD,CNY,2025-11-17T09:54:22+0000
0.183153,CNY,SGD,2025-11-17T09:54:22+0000
2.46458,MDL,UAH,2025-11-17T09:54:22+0000
0.405749,UAH,MDL,2025-11-17T09:54:22+0000
0.630556,SCR,MAD,2025-11-17T09:54:22+0000
1.5859,MAD,SCR,2025-11-17T09:54:22+0000
1.79,USD,ANG,2025-11-17T09:54:22+0000
0.558659,ANG,USD,2025-11-17T09:54:22+0000
1.01492,KGS,BTN,2025-11-17T09:54:22+0000
0.985297,BTN,KGS,2025-11-17T09:54:22+0000
2.86125,ALL,YER,2025-11-17T09:54:22+0000
0.349497,YER,ALL,2025-11-17T09:54:22+0000
6.64978,MZN,KMF,2025-11-17T09:54:22+0000
0.150381,KMF,MZN,2025-11-17T09:54:22+0000
20.5694,BOB,NPR,2025-11-17T09:54:22+0000
0.0486159,NPR,BOB,2025-11-17T09:54:22+0000
0.132021,AFN,SVC,2025-11-17T09:54:22+0000
7.57453,SVC,AFN,2025-11-17T09:54:22+0000
0.0258362,SRD,BSD,2025-11-17T09:54:22+0000
38.7054,BSD,SRD,2025-11-17T09:54:22+0000
0.677791,CDF,KRW,2025-11-17T09:54:22+0000
1.47538,KRW,CDF,2025-11-17T09:54:22+0000
0.323189,HTG,TRY,2025-11-17T09:54:22+0000
3.09417,TRY,HTG,2025-11-17T09:54:22+0000
0.0109509,IDR,LRD,2025-11-17T09:54:22+0000
91.3168,LRD,IDR,2025-11-17T09:54:22+0000
0.0666667,ERN,BMD,2025-11-17T09:54:22+0000
15.0,BMD,ERN,2025-11-17T09:54:22+0000
0.679429,TND,BBD,2025-11-17T09:54:22+0000
1.47183,BBD,TND,2025-11-17T09:54:22+0000
0.00768332,DZD,BSD,2025-11-17T09:54:22+0000
130.152,BSD,DZD,2025-11-17T09:54:22+0000
1.80862e-05,IRR,GGP,2025-11-17T09:54:22+0000
55290.9,GGP,IRR,2025-11-17T09:54:22+0000
0.0101965,SLL,VES,2025-11-17T09:54:22+0000
98.073,VES,SLL,2025-11-17T09:54:22+0000
0.485122,ZMW,GHS,2025-11-17T09:54:22+0000
2.06134,GHS,ZMW,2025-11-17T09:54:22+0000
5.93752,UYU,VES,2025-11-17T09:54:22+0000
0.16842,VES,UYU,2025-11-17T09:54:22+0000
9267.17,OMR,MNT,2025-11-17T09:54:22+0000
0.000107908,MNT,OMR,2025-11-17T09:54:22+0000
0.141727,MUR,HRK,2025-11-17T09:54:22+0000
7.05581,HRK,MUR,2025-11-17T09:54:22+0000
0.00233629,LBP,GYD,2025-11-17T09:54:22+0000
428.029,GYD,LBP,2025-11-17T09:54:22+0000
0.213445,ZAR,QAR,2025-11-17T09:54:22+0000
4.68506,QAR,ZAR,2025-11-17T09:54:22+0000
0.072577,BTN,DKK,2025-11-17T09:54:22+0000
13.7785,DKK,BTN,2025-11-17T09:54:22+0000
0.0104223,NGN,MVR,2025-11-17T09:54:22+0000
95.9481,MVR,NGN,2025-11-17T09:54:22+0000
374.286,TMT,IQD,2025-11-17T09:54:22+0000
0.00267176,IQD,TMT,2025-11-17T09:54:22+0000
100.899,AUD,JPY,2025-11-17T09:54:22+0000
0.0099109,JPY,AUD,2025-11-17T09:54:22+0000
35.6643,OMR,ZWL,2025-11-17T09:54:22+0000
0.0280392,ZWL,OMR,2025-11-17T09:54:22+0000
0.195428,KGS,LSL,2025-11-17T09:54:22+0000
5.11697,LSL,KGS,2025-11-17T09:54:22+0000
4.55093,MXN,ALL,2025-11-17T09:54:22+0000
0.219735,ALL,MXN,2025-11-17T09:54:22+0000
0.164458,FJD,BHD,2025-11-17T09:54:22+0000
6.08057,BHD,FJD,2025-11-17T09:54:22+0000
390.542,TOP,CLP,2025-11-17T09:54:22+0000
0.00256054,CLP,TOP,2025-11-17T09:54:22+0000
0.911075,MUR,UAH,2025-11-17T09:54:22+0000
1.0976,UAH,MUR,2025-11-17T09:54:22+0000
17.4145,XCG,TWD,2025-11-17T09:54:22+0000
0.0574233,TWD,XCG,2025-11-17T09:54:22+0000
9.5405,AWG,LSL,2025-11-17T09:54:22+0000
0.104816,LSL,AWG,2025-11-17T09:54:22+0000
0.0974278,TZS,VES,2025-11-17T09:54:22+0000
10.264,VES,TZS,2025-11-17T09:54:22+0000
0.0459368,DOP,TND,2025-11-17T09:54:22+0000
21.7691,TND,DOP,2025-11-17T09:54:22+0000
211.202,SBD,MWK,2025-11-17T09:54:22+0000
0.00473479,MWK,SBD,2025-11-17T09:54:22+0000
0.156853,XAF,BTN,2025-11-17T09:54:22+0000
6.3754,BTN,XAF,2025-11-17T09:54:22+0000
0.147718,XPF,MVR,2025-11-17T09:54:22+0000
6.76964,MVR,XPF,2025-11-17T09:54:22+0000
1.35974,HTG,DJF,2025-11-17T09:54:22+0000
0.735436,DJF,HTG,2025-11-17T09:54:22+0000
0.104827,HTG,ZWL,2025-11-17T09:54:22+0000
9.53952,ZWL,HTG,2025-11-17T09:54:22+0000
0.258861,MKD,ZWL,2025-11-17T09:54:22+0000
3.86307,ZWL,MKD,2025-11-17T09:54:22+0000
0.00248086,XAF,CAD,2025-11-17T09:54:22+0000
